Pick,Team,To,Player,Pos,Age,School,40-Yard Dash,Vertical Jump,Broad Jump,20-Yard Shuttle,Bench Press,G,AP1,PB,St
56,RAM,7.0,Brad Ottis,DE,22,Wayne State,4.96,29.0,118,4.25,18,81,0,0,1
60,HOU,1.0,Jeremy Nunley,DE,22,Alabama,5.03,31.0,114,4.42,,12,0,0,0
61,BUF,6.0,Lonnie Johnson,TE,23,Florida State,4.89,35.0,114,4.41,21,88,0,0,4
62,SFO,8.0,Tyronne Drakeford,DB,23,Virginia Tech,4.59,33.5,115,,18,97,0,0,2
68,WAS,3.0,Tydus Winans,WR,22,Fresno State,4.56,35.0,122,4.15,,25,0,0,0
69,TAM,5.0,Harold Bishop,TE,24,LSU,4.96,33.0,113,4.59,18,34,0,0,0
70,SDG,5.0,Andre Coleman,WR,21,Kansas State,4.41,,,,,58,0,0,1
72,ATL,5.0,Anthony Phillips,DB,23,Texas A&M-Kingsville,4.50,37.0,127,4.25,,20,0,0,0
74,CHI,10.0,Jim Flanigan,DT,23,Notre Dame,4.90,30.5,109,4.25,28,145,0,0,6
75,CLE,3.0,Romeo Bandison,DT,23,Oregon,5.08,28.5,105,4.38,17,14,0,0,0
78,NWE,,Ervin Collier,DT,,Florida A&M,5.14,26.0,98,4.65,21,,0,0,0
80,RAI,3.0,Calvin Jones,RB,23,Nebraska,4.58,30.5,115,4.09,,16,0,0,0
82,SDG,5.0,Willie Clark,DB,22,Notre Dame,4.44,,113,4.35,,59,0,0,0
83,RAM,6.0,James Bostic,RB,22,Auburn,4.62,34.5,118,4.31,20,11,0,0,0
92,KAN,4.0,Lake Dawson,WR,22,Notre Dame,4.73,34.0,118,4.12,,43,0,0,2
93,DET,6.0,Shane Bonham,DT,23,Tennessee,4.95,29.5,108,4.21,23,76,0,0,0
94,NYJ,2.0,Lou Benfatti,DT,23,Penn State,5.15,28.5,103,4.50,20,19,0,0,0
95,NYG,7.0,Gary Downs,RB,22,North Carolina State,4.61,33.0,116,4.28,,70,0,0,0
96,KAN,6.0,Chris Penn,WR,23,Tulsa,4.79,35.5,118,4.06,,70,0,0,1
100,RAM,6.0,Ernest Jones,DT,23,Oregon,4.73,29.5,110,4.35,23,29,0,0,0
105,WAS,1.0,Kurt Haws,TE,24,Utah,4.88,31.5,113,4.37,16,6,0,0,0
106,IND,11.0,Bradford Banta,TE,23,Southern California,4.97,30.0,107,4.53,14,156,0,0,0
107,ARI,5.0,Perry Carter,DB,23,Southern Mississippi,4.44,32.5,119,4.17,11,28,0,0,0
108,RAM,3.0,Chris Brantley,WR,23,Rutgers,4.53,32.0,120,4.00,,25,0,0,0
109,DAL,9.0,Willie Jackson,WR,23,Florida,4.62,38.0,125,4.15,,113,0,0,3
111,ATL,1.0,Perry Klein,QB,23,LIU-CW Post,4.84,32.5,115,4.20,,2,0,0,0
113,ARI,2.0,John Reece,DB,23,Nebraska,4.50,33.0,116,4.18,16,5,0,0,0
114,CHI,7.0,Raymont Harris,RB,23,Ohio State,4.61,37.0,116,4.40,22,54,0,0,3
116,NOR,4.0,Doug Nussmeier,QB,23,Idaho,4.88,33.0,113,4.13,,5,0,0,0
117,NYJ,1.0,Orlando Parker,WR,22,Troy,4.53,,,,,2,0,0,0
120,RAI,7.0,Austin Robbins,DT,23,North Carolina,5.09,27.0,109,4.78,29,80,0,0,1
121,NWE,5.0,John Burke,TE,23,Virginia Tech,5.17,26.5,105,4.59,23,60,0,0,0
123,DEN,6.0,Randy Fuller,DB,24,Tennessee State,4.60,34.0,118,4.14,,64,0,0,0
125,MIN,8.0,Mike Wells,DT,23,Iowa,4.99,30.5,99,4.40,26,115,0,0,4
126,GNB,6.0,Gabe Wilkins,DE,23,Gardner-Webb,4.97,32.0,113,4.69,17,84,0,0,3
128,NYG,3.0,Chris Maumalanga,DT,22,Kansas,5.20,31.0,106,4.42,21,14,0,0,0
129,HOU,,Sean Jackson,RB,,Florida State,4.69,35.5,112,4.48,,,0,0,0
130,BUF,,Sean Crocker,DB,,North Carolina,4.59,33.5,122,4.14,,,0,0,0
134,MIN,2.0,Shelly Hammonds,DB,23,Penn State,4.69,32.0,119,4.50,9,1,0,0,0
137,SDG,4.0,Aaron Laing,TE,23,New Mexico State,4.91,30.5,112,4.55,20,32,0,0,0
138,ATL,,Harrison Houston,WR,,Florida,4.63,32.5,106,4.10,,,0,0,0
142,NOR,1.0,Herman Carroll,DE,23,Mississippi State,5.05,30.0,112,4.51,15,4,0,0,0
146,GNB,6.0,Terry Mickens,WR,23,Florida A&M,4.63,31.0,117,4.39,,79,0,0,0
147,MIA,4.0,William Gaines,DT,23,Florida,5.12,29.0,,4.87,15,51,0,0,1
149,GNB,11.0,Dorsey Levens,RB,24,Georgia Tech,4.60,37.5,118,4.42,18,144,0,1,3
150,SDG,,Darren Krein,DE,,Miami (FL),4.88,31.5,107,4.44,22,,0,0,0
151,KAN,4.0,James Burton,DB,23,Fresno State,4.57,30.5,113,4.27,13,45,0,0,0
152,NYJ,,Horace Morris,LB,,Tennessee,4.69,33.5,117,4.40,26,,0,0,0
155,NYG,10.0,Chad Bratzke,DE,22,Eastern Kentucky,4.96,31.0,118,4.50,23,129,0,0,7
156,KAN,1.0,Rob Waldrop,DT,22,Arizona,5.32,26.0,94,4.84,29,3,0,0,0
157,HOU,4.0,Roderick Lewis,TE,23,Arizona,4.72,33.5,119,4.56,,45,0,0,2
160,SDG,6.0,Tony Vinson,RB,23,Towson,4.61,32.5,,,,16,0,0,0
164,IND,9.0,Lamont Warren,RB,21,Colorado,4.60,34.0,121,4.16,13,96,0,0,0
167,RAM,1.0,Rickey Brady,TE,23,Oklahoma,4.96,34.0,115,4.39,21,1,0,0,0
169,GNB,,Jay Kearney,WR,,West Virginia,4.61,36.0,115,,,,0,0,0
178,PIT,9.0,Jim Miller,QB,23,Michigan State,5.13,24.5,100,4.39,,37,0,0,2
179,MIN,8.0,Andrew Jordan,TE,22,Western Carolina,5.10,28.0,106,4.69,22,92,0,0,2
183,DET,3.0,Jocelyn Borgella,DB,23,Cincinnati,4.62,32.0,110,4.27,13,15,0,0,0
188,BUF,,Anthony Abrams,DE,,Clemson,5.12,24.5,105,4.87,26,,0,0,0
192,BUF,1.0,Kevin Knox,WR,23,Florida State,4.64,34.5,119,4.35,,2,0,0,0
196,IND,1.0,Lance Teichelman,DE,23,Texas A&M,5.27,26.5,102,4.45,25,1,0,0,0
197,WAS,15.0,Gus Frerotte,QB,23,Tulsa,5.04,26.0,102,4.79,,147,0,1,5
219,KAN,2.0,Tracy Greene,TE,21,Grambling State,5.18,22.5,105,4.87,13,23,0,0,0
4,WAS,8.0,Michael Westbrook,WR,23,Colorado,4.51,,124,4.09,,89,0,0,6
7,PHI,6.0,Mike Mamula,DE,22,Boston College,4.62,38.0,125,4.03,26,77,0,0,4
9,NYJ,13.0,Kyle Brady,TE,23,Penn State,4.84,35.0,120,4.21,18,197,0,0,13
16,NYJ,10.0,Hugh Douglas,DE,24,Central State,4.76,32.0,113,4.50,27,138,1,3,7
17,NYG,10.0,Tyrone Wheatley,RB,23,Michigan,4.53,35.5,122,4.27,,124,0,0,4
18,OAK,6.0,Napoleon Kaufman,RB,22,Washington,4.48,38.5,,,24,91,0,0,3
22,CAR,14.0,Tyrone Poole,DB,23,Fort Valley State,4.53,35.0,123,3.90,18,144,0,0,7
27,PIT,14.0,Mark Bruener,TE,22,Washington,4.89,34.0,116,4.19,22,188,0,0,10
32,GNB,5.0,Craig Newsome,DB,24,Arizona State,4.74,32.0,115,4.56,9,53,0,0,3
34,SDG,10.0,Terrance Shaw,DB,21,Stephen F. Austin,4.54,34.5,122,4.06,14,140,0,0,5
36,CAR,5.0,Shawn King,DE,23,Louisiana-Monroe,4.83,34.0,118,4.57,,48,0,0,1
45,BUF,16.0,Todd Collins,QB,23,Michigan,5.07,30.0,111,4.34,,49,0,0,1
55,MIN,10.0,Corey Fuller,DB,24,Florida State,4.56,,,,11,152,0,0,9
60,PIT,11.0,Kordell Stewart,QB,22,Colorado,4.52,36.0,125,4.13,,125,0,1,6
67,HOU,7.0,Chris Sanders,WR,23,Ohio State,4.54,38.0,121,4.09,,97,0,0,4
70,DET,9.0,David Sloan,TE,23,New Mexico,4.91,31.0,115,4.29,20,110,0,1,6
72,PHI,5.0,Greg Jefferson,DE,24,Central Florida,4.72,36.5,127,,30,57,0,0,3
78,PHI,3.0,Chris Jones,WR,24,Miami (FL),4.61,33.0,116,4.46,,32,0,0,1
80,ARI,6.0,Stoney Case,QB,23,New Mexico,4.83,30.5,111,4.25,,20,0,0,0
86,OAK,3.0,Joe Aska,RB,23,Central Oklahoma,4.43,34.5,120,4.31,14,23,0,0,0
88,NWE,8.0,Jimmy Hitchcock,DB,24,North Carolina,4.62,,,,,101,0,0,3
89,HOU,7.0,Rodney Thomas,RB,22,Texas A&M,4.54,33.0,116,,,103,0,0,1
93,SDG,4.0,Don Sasa,DT,22,Washington State,5.30,29.0,98,4.84,19,14,0,0,0
95,HOU,1.0,Torey Hunter,DB,23,Washington State,4.62,33.0,,4.48,,12,0,0,0
105,TAM,11.0,Jerry Wilson,DB,22,Southern,4.63,32.5,117,4.06,9,120,0,0,2
109,BUF,11.0,Ken Irvin,DB,23,Memphis,4.70,36.5,120,4.00,9,147,0,0,5
113,BUF,5.0,Justin Armour,WR,22,Stanford,4.71,32.5,116,4.04,,39,0,0,2
120,PIT,9.0,Oliver Gibson,DT,23,Notre Dame,5.30,29.5,105,4.65,19,133,0,0,4
122,MIA,8.0,Pete Mitchell,TE,23,Boston College,4.96,29.0,112,4.19,21,114,0,0,3
123,JAX,6.0,Mike Thompson,DT,23,Wisconsin,5.07,26.5,103,4.56,36,34,0,0,0
131,BUF,5.0,Tony Cline,TE,23,Stanford,4.84,36.5,121,4.25,25,52,0,0,1
133,NYG,4.0,Ben Talley,LB,23,Tennessee,4.87,35.5,118,4.65,20,12,0,0,0
134,KAN,5.0,Steve Stenstrom,QB,23,Stanford,5.08,28.0,100,4.03,,17,0,0,0
137,WAS,4.0,Jamie Asher,TE,22,Louisville,4.97,31.5,113,4.16,20,48,0,0,3
140,STL,5.0,Mike Scurlock,DB,23,Arizona,4.59,35.5,117,4.15,18,65,0,0,0
145,ATL,5.0,Roell Preston,WR,23,Mississippi,4.55,31.5,115,,,53,0,1,0
147,CLE,,Mike Miller,WR,,Notre Dame,4.57,32.5,113,4.19,,,0,0,0
148,NOR,2.0,William Strong,DB,23,North Carolina State,4.54,32.5,124,4.28,14,9,0,0,0
150,ARI,,Cedric Davis,DB,,Tennessee State,4.44,32.5,116,4.42,,,0,0,0
153,NYG,5.0,Roderick Mullen,DB,22,Grambling State,4.62,36.0,123,4.06,15,53,0,0,0
159,HOU,11.0,Gary Walker,DT,22,Auburn,5.10,27.0,101,4.72,25,155,0,2,10
160,GNB,,Jay Barker,QB,,Alabama,4.94,27.0,105,4.31,,,0,0,0
181,ATL,11.0,Travis Hall,DT,23,Brigham Young,5.03,30.5,117,4.45,17,150,0,0,6
193,CHI,,Kenny Gales,DB,,Wisconsin,4.68,34.0,113,3.99,19,,0,0,0
195,NWE,5.0,Dino Philyaw,RB,24,Oregon,4.57,36.5,115,4.25,18,23,0,0,0
196,DEN,7.0,Terrell Davis,RB,22,Georgia,4.72,35.0,120,4.41,,78,3,3,5
199,PIT,,Barron Miles,DB,,Nebraska,4.77,32.5,115,4.08,8,,0,0,0
202,KAN,1.0,Bryan Proby,DT,23,Arizona State,5.21,30.0,109,4.84,21,3,0,0,0
204,NYG,4.0,Jamal Duff,DE,23,San Diego State,4.91,34.5,123,4.56,20,41,0,0,0
210,PHI,3.0,Kevin Bouie,RB,24,Mississippi State,4.73,30.0,113,4.41,17,6,0,0,0
212,ARI,2.0,Billy Williams,WR,24,Tennessee,4.58,,117,,,1,0,0,0
219,JAX,3.0,Curtis Marsh,WR,24,Utah,4.68,32.5,120,4.41,,15,0,0,0
222,DEN,9.0,Byron Chamberlain,TE,23,Wayne State,4.72,33.5,110,4.18,,106,0,1,2
233,MIA,,Corey Swinson,DT,,Hampton,5.63,25.5,91,,23,,0,0,0
235,PIT,2.0,Henry Bailey,WR,22,UNLV,4.48,38.5,130,4.12,,8,0,0,0
236,DAL,1.0,Oscar Sturgis,DE,24,North Carolina,5.14,31.0,115,,17,1,0,0,0
239,STL,1.0,Bronzell Miller,DE,23,Utah,4.92,29.0,108,4.88,,3,0,0,0
241,ARI,10.0,Chad Eaton,DT,23,Washington State,5.23,25.5,98,4.78,24,103,0,0,5
3,ARI,12.0,Simeon Rice,DE,22,Illinois,4.79,,,,26,174,1,3,11
11,NOR,8.0,Alex Molden,DB,23,Oregon,4.47,40.0,123,3.98,,98,0,0,3
12,TAM,9.0,Regan Upshaw,DE,21,California,4.81,34.5,120,4.61,25,110,0,0,4
18,STL,13.0,Eddie Kennison,WR,23,LSU,4.50,34.5,120,4.23,,179,0,0,12
20,MIA,8.0,Daryl Gardener,DT,23,Baylor,4.96,31.5,104,4.54,30,102,0,0,7
22,TAM,6.0,Marcus Jones,DE,23,North Carolina,5.14,30.5,119,4.57,33,85,0,0,2
31,NYJ,5.0,Alex Van Dyke,WR,22,UNLV,4.57,33.0,120,4.62,,42,0,0,0
34,NYG,13.0,Amani Toomer,WR,21,Michigan,4.50,40.0,132,4.14,,190,0,0,10
37,DAL,8.0,Kavika Pittman,DE,21,McNeese State,4.80,35.0,123,4.85,,108,0,0,5
38,HOU,2.0,Bryant Mix,DE,24,Alcorn State,5.00,27.0,,,,7,0,0,0
39,CIN,8.0,Marco Battaglia,TE,23,Rutgers,4.78,33.5,110,4.17,20,96,0,0,1
41,SDG,4.0,Bryan Still,WR,22,Virginia Tech,4.40,37.5,120,4.06,,52,0,0,1
42,STL,10.0,Tony Banks,QB,23,Michigan State,4.93,,,4.55,,96,0,0,5
44,DEN,11.0,Tory James,DB,23,LSU,4.66,32.0,121,4.41,18,158,0,1,5
45,MIN,1.0,James Manley,DT,22,Vanderbilt,5.26,28.0,107,4.54,16,0,0,0,0
46,SFO,1.0,Israel Ifeanyi,DE,25,Southern California,4.79,31.5,124,4.60,,3,0,0,0
47,SEA,12.0,Fred Thomas,DB,22,Tennessee-Martin,4.51,35.0,122,4.00,10,156,0,0,5
51,IND,2.0,Dedric Mathis,DB,22,Houston,4.48,37.0,132,4.20,18,29,0,0,0
53,BUF,5.0,Gabe Northern,LB,22,LSU,4.79,30.5,116,4.42,23,73,0,0,2
54,PHI,12.0,Jason Dunn,TE,22,Eastern Kentucky,4.74,40.0,127,4.25,29,160,0,0,2
56,GNB,5.0,Derrick Mayes,WR,22,Notre Dame,4.67,35.5,120,4.11,,58,0,0,1
57,OAK,11.0,Lance Johnstone,DE,23,Temple,4.57,33.0,133,4.39,24,166,0,0,5
62,NYJ,11.0,Ray Mickens,DB,23,Texas A&M,4.47,37.5,,,12,146,0,0,2
63,JAX,9.0,Aaron Beasley,DB,23,West Virginia,4.74,33.5,119,4.09,10,121,0,0,7
68,KAN,10.0,John Browning,DT,22,West Virginia,5.05,29.5,112,4.65,21,121,0,0,5
71,TAM,9.0,Donnie Abraham,DB,22,East Tennessee,4.61,32.0,119,4.05,13,132,0,1,7
73,CAR,5.0,Winslow Oliver,RB,23,New Mexico,4.49,35.0,123,4.14,25,64,0,0,0
75,MIN,10.0,Moe Williams,RB,22,Kentucky,4.76,37.5,122,4.27,13,132,0,0,1
81,SDG,3.0,Brian Roche,TE,23,San Jose State,4.67,28.0,,4.15,16,22,0,0,0
84,ATL,,Shannon Brown,DT,,Alabama,4.99,29.5,112,4.40,31,,0,0,0
85,PHI,5.0,Bobby Hoying,QB,23,Ohio State,4.73,31.0,108,4.16,,22,0,0,1
89,SFO,15.0,Terrell Owens,WR,22,Tennessee-Chattanooga,4.65,33.0,120,4.26,,219,5,6,13
93,GNB,9.0,Tyrone Williams,DB,23,Nebraska,4.53,34.5,120,,5,120,0,0,6
94,DAL,3.0,Stepfret Williams,WR,23,Louisiana-Monroe,4.59,31.0,120,4.44,,26,0,0,0
95,DAL,1.0,Mike Ulufale,DT,24,Brigham Young,5.06,28.5,102,4.61,17,3,0,0,0
99,SEA,15.0,Phillip Daniels,DE,23,Georgia,4.86,36.5,124,4.37,20,201,0,0,11
107,HOU,1.0,Kendrick Burton,DE,23,Alabama,5.08,27.5,107,4.65,18,4,0,0,0
108,CIN,6.0,Jevon Langford,DE,22,Oklahoma State,4.95,31.0,117,4.59,23,66,0,0,0
110,JAX,8.0,Reggie Barlow,WR,23,Alabama State,4.59,32.5,115,4.20,,82,0,0,0
113,MIA,,Kirk Pointer,DB,,Austin Peay,4.54,38.0,122,4.22,14,,0,0,0
114,SDG,4.0,Charlie Jones,WR,23,Fresno State,4.59,34.0,117,4.59,,54,0,0,2
116,CHI,10.0,Paul Grasmanis,DT,22,Notre Dame,5.09,26.5,101,4.70,22,104,0,0,0
119,NWE,5.0,Chris Sullivan,DE,23,Boston College,5.06,33.0,111,4.38,29,78,0,0,1
123,GNB,2.0,Chris Darkins,DB,22,Minnesota,4.43,38.5,128,3.91,22,14,0,0,0
128,SFO,2.0,Daryl Price,DE,23,Colorado,4.71,32.5,120,4.31,23,19,0,0,0
136,NOR,2.0,Mercury Hayes,WR,23,Michigan,4.68,34.0,117,4.12,,13,0,0,0
140,TAM,3.0,Jason Maniecki,DT,24,Wisconsin,5.27,27.0,101,4.63,33,18,0,0,0
143,HOU,5.0,Rayna Stewart,DB,23,Northern Arizona,4.68,34.0,109,4.10,19,71,0,0,0
150,MIA,8.0,Shane Burton,DE,22,Tennessee,5.28,27.0,96,4.61,19,125,0,0,2
153,BAL,9.0,Jermaine Lewis,WR,21,Maryland,4.47,33.5,124,4.30,,111,1,2,2
156,BUF,6.0,Raymond Jackson,DB,23,Colorado State,4.66,36.5,120,4.41,13,73,0,0,0
159,DEN,6.0,Patrick Jeffers,WR,23,Virginia,4.63,35.0,121,4.21,,46,0,0,1
165,NOR,1.0,Terry Guess,WR,21,Gardner-Webb,4.60,,,,,3,0,0,0
168,NYJ,,Hugh Hunter,DE,,Hampton,4.96,30.0,110,4.50,19,,0,0,0
177,HOU,8.0,Anthony Dorsett,DB,22,Pittsburgh,4.47,39.5,126,4.06,20,118,0,0,2
185,JAX,9.0,Chris Doering,WR,23,Florida,4.87,30.5,118,4.52,,40,0,0,0
186,BAL,3.0,James Roe,WR,23,Norfolk State,4.66,38.5,132,4.34,,23,0,0,0
197,PHI,3.0,Tony Johnson,TE,24,Alabama,4.93,27.5,108,4.46,,27,0,0,0
199,PHI,1.0,Phillip Riley,WR,23,Florida State,4.50,32.5,120,4.46,,1,0,0,0
200,PIT,13.0,Orpheus Roye,DT,23,Florida State,5.01,29.5,108,4.73,24,180,0,0,8
204,NOR,,Toderick Malone,WR,,Alabama,4.69,31.5,111,4.20,,,0,0,0
207,DAL,4.0,Wendell Davis,DB,23,Oklahoma,4.63,31.5,118,4.34,11,34,0,0,0
212,ARI,3.0,Jarius Hayes,TE,23,North Alabama,4.78,35.0,,,23,20,0,0,0
216,NWE,4.0,Lovett Purnell,TE,24,West Virginia,4.83,29.0,,4.31,18,36,0,0,0
225,SEA,,Johnie Church,DE,,Florida,4.88,36.0,117,4.45,28,,0,0,0
227,JAX,,Clarence Jones,WR,,Tennessee State,4.59,33.5,124,4.30,,,0,0,0
233,CHI,1.0,Marcus Keyes,DT,22,North Alabama,5.33,25.0,91,5.03,,2,0,0,0
240,GNB,,Kyle Wachholtz,QB,,Southern California,5.14,25.0,96,4.65,,,0,0,0
253,CHI,2.0,Michael Hicks,RB,23,South Carolina State,4.59,32.5,122,4.26,18,7,0,0,0
4,BAL,9.0,Peter Boulware,LB,22,Florida State,4.76,34.0,118,4.20,,126,0,4,7
9,ARI,7.0,Tom Knight,DB,22,Iowa,4.50,35.5,118,4.17,19,73,0,0,3
13,KAN,17.0,Tony Gonzalez,TE,21,California,4.83,33.5,116,4.06,,270,6,14,16
14,CIN,6.0,Reinard Wilson,LB,23,Florida State,4.92,,,,26,93,0,0,1
15,MIA,3.0,Yatil Green,WR,23,Miami (FL),4.41,40.5,130,4.17,,8,0,0,0
17,WAS,10.0,Kenard Lang,DE,22,Miami (FL),4.83,33.5,112,4.59,20,153,0,0,8
18,TEN,7.0,Kenny Holmes,DE,23,Miami (FL),4.71,33.0,,,,98,0,0,5
21,JAX,13.0,Renaldo Wynn,DE,23,Notre Dame,4.83,33.0,115,4.29,28,182,0,0,9
23,BUF,9.0,Antowain Smith,RB,25,Houston,4.48,36.5,117,,15,131,0,0,4
28,DEN,14.0,Trevor Pryce,DT,22,Clemson,5.01,29.5,110,4.61,17,187,1,4,9
31,NYJ,3.0,Rick Terry,DT,23,North Carolina,5.09,26.0,104,4.67,22,29,0,0,0
36,NYG,10.0,Tiki Barber,RB,22,Virginia,4.56,35.5,120,4.00,15,154,1,3,7
38,CHI,6.0,John Allred,TE,22,Southern California,5.01,32.0,112,4.32,15,53,0,0,0
41,ATL,3.0,Byron Hanspard,RB,21,Texas Tech,4.41,,,,,28,0,0,0
42,ARI,10.0,Jake Plummer,QB,22,Arizona State,4.96,30.0,111,4.29,,143,0,1,10
44,MIA,12.0,Sam Madison,DB,23,Louisville,4.61,36.5,119,4.16,8,173,2,4,10
47,KAN,7.0,Kevin Lockett,WR,22,Kansas State,4.57,36.5,121,3.93,,86,0,0,0
52,BUF,10.0,Marcellus Wiley,DE,22,Columbia,4.91,35.5,122,4.50,28,147,0,1,5
53,PIT,5.0,Will Blackwell,WR,22,San Diego State,4.62,34.0,120,4.28,,47,0,0,0
59,NWE,8.0,Brandon Mitchell,DE,22,Texas A&M,4.92,32.5,115,4.36,16,96,0,0,3
61,NWE,3.0,Sedrick Shaw,RB,23,Iowa,4.62,32.0,112,4.39,,18,0,0,0
62,NOR,3.0,Troy Davis,RB,21,Iowa State,4.56,34.5,118,4.27,16,46,0,0,0
64,BAL,6.0,Jay Graham,RB,22,Tennessee,4.46,36.0,117,4.05,22,36,0,0,0
66,TAM,16.0,Ronde Barber,DB,22,Virginia,4.68,34.5,118,4.46,14,241,3,5,15
73,MIA,15.0,Jason Taylor,DE,23,Akron,4.67,32.0,111,4.07,18,233,3,6,12
75,TEN,9.0,Denard Walker,DB,24,LSU,4.55,29.5,105,4.31,13,134,0,0,6
78,MIN,6.0,Stalin Colinet,DT,23,Boston College,4.92,35.5,103,4.49,24,68,0,0,2
88,NYJ,8.0,Dedric Ward,WR,22,Northern Iowa,4.56,31.0,109,4.14,,103,0,0,1
91,PIT,14.0,Mike Vrabel,LB,22,Ohio State,4.94,29.5,102,4.43,23,206,1,1,10
94,DAL,3.0,Kenny Wheaton,DB,22,Oregon,4.76,32.0,108,4.23,8,22,0,0,0
98,TEN,15.0,Derrick Mason,WR,23,Michigan State,4.55,32.0,113,4.46,,230,1,2,11
99,NOR,6.0,Danny Wuerffel,QB,23,Florida,4.90,28.0,100,4.42,,25,0,0,0
102,NYJ,1.0,Terry Day,DE,22,Mississippi State,4.77,32.5,115,4.70,17,1,0,0,0
104,NYJ,7.0,Leon Johnson,RB,23,North Carolina,4.68,34.0,118,4.31,,74,0,0,0
107,TEN,2.0,Pratt Lyons,DE,22,Troy,5.07,29.0,111,4.73,12,32,0,0,1
108,CHI,10.0,Marcus Robinson,WR,22,South Carolina,4.55,37.0,120,,,107,0,0,2
113,MIN,4.0,Antonio Banks,DB,24,Virginia Tech,4.66,36.0,117,4.41,18,24,0,0,0
114,JAX,10.0,Seth Payne,DT,22,Cornell,5.13,33.0,114,4.52,25,121,0,0,6
115,WAS,5.0,Albert Connell,WR,23,Texas A&M,4.55,,,,,61,0,0,2
116,NOR,5.0,Keith Poole,WR,23,Arizona State,4.57,31.0,115,4.28,,54,0,0,1
123,OAK,1.0,Chad Levitt,RB,21,Cornell,4.61,34.5,122,4.19,19,10,0,0,0
126,GNB,3.0,Jermaine Smith,DT,25,Georgia,5.04,31.5,114,4.51,8,19,0,0,0
127,DAL,4.0,Macey Brooks,WR,22,James Madison,4.65,38.5,125,4.13,,25,0,0,0
135,DET,3.0,Pete Chryplewicz,TE,23,Notre Dame,4.88,30.5,111,4.32,,37,0,0,0
137,TAM,8.0,Patrick Hape,TE,23,Alabama,4.97,33.0,112,4.15,,124,0,0,1
141,CHI,1.0,Van Hiles,DB,21,Kentucky,4.78,35.0,116,4.26,10,16,0,0,0
144,CIN,3.0,Andre Purvis,DT,24,North Carolina,5.14,26.5,103,4.99,33,21,0,0,0
147,JAX,5.0,Damon Jones,TE,22,Southern Illinois,4.86,33.5,116,4.44,19,50,0,0,0
149,MIA,7.0,Barron Tanner,DT,23,Oklahoma,5.44,24.5,93,4.73,22,78,0,0,2
151,MIN,8.0,Tony Williams,DT,22,Memphis,5.07,28.0,106,4.23,28,101,0,0,6
154,PIT,3.0,George Jones,RB,23,San Diego State,4.58,35.0,115,4.38,,34,0,0,0
157,MIA,,Nicholas Lopez,DE,,Texas Southern,4.94,31.0,106,4.69,18,,0,0,0
161,DET,,Duane Ashman,DE,,Virginia,5.03,32.5,110,4.83,19,,0,0,0
170,MIA,2.0,Brian Manning,WR,22,Stanford,4.59,34.5,120,4.12,,10,0,0,0
171,NYG,2.0,Mike Cherry,QB,23,Murray State (KY),5.11,28.5,105,4.38,,2,0,0,0
172,OAK,9.0,Calvin Branch,DB,23,Colorado State,4.49,39.0,127,4.08,18,60,0,0,0
176,CIN,6.0,Canute Curtis,LB,23,West Virginia,4.89,30.0,,,,70,0,0,1
177,MIA,9.0,Ed Perry,TE,23,James Madison,4.84,33.5,118,4.07,,109,0,0,0
183,MIN,10.0,Robert Tate,DB,23,Cincinnati,4.54,30.0,108,4.30,,116,0,0,2
189,CAR,1.0,Matt Finkes,DE,22,Ohio State,4.94,28.5,99,4.29,15,8,0,0,0
191,NYJ,1.0,Chuck Clements,QB,23,Houston,4.98,31.5,108,4.36,,1,0,0,0
194,BAL,8.0,Cornell Brown,LB,22,Virginia Tech,5.00,32.0,115,4.33,19,109,0,0,1
203,MIA,,Hudhaifa Ismaeli,DB,,Northwestern,4.57,33.0,114,4.15,,,0,0,0
205,BAL,1.0,Chris Ward,DE,23,Kentucky,5.05,30.5,107,4.58,23,5,0,0,0
206,DET,,Terry Battle,RB,,Arizona State,4.71,34.5,118,,16,,0,0,0
207,PHI,10.0,Koy Detmer,QB,24,Colorado,5.14,28.5,103,4.37,,103,0,0,0
208,NYG,3.0,Matt Keneley,DT,23,Southern California,5.38,27.5,103,4.69,18,7,0,0,0
213,GNB,,Chris Miller,WR,,Southern California,4.58,31.5,115,4.32,,,0,0,0
217,CIN,,William Carr,DT,,Michigan,5.41,25.5,83,5.14,19,,0,0,0
223,PIT,1.0,Mike Adams,WR,23,Texas,4.59,29.5,112,4.38,,6,0,0,0
225,PHI,,Byron Capers,DB,,Florida State,4.66,31.0,116,4.44,14,,0,0,0
226,BUF,,Pat Fitzgerald,TE,,Texas,5.00,29.5,107,4.25,19,,0,0,0
228,CAR,10.0,Kris Mangum,TE,24,Mississippi,4.92,32.0,112,4.29,27,126,0,0,4
229,NYJ,13.0,Jason Ferguson,DT,22,Georgia,5.39,27.5,,,,159,0,0,9
232,DET,,Marcus Harris,WR,,Wyoming,4.68,34.0,112,4.09,,,0,0,0
233,CHI,2.0,Marvin Thomas,DE,23,Memphis,4.87,30.0,109,4.60,20,4,0,0,0
234,BAL,2.0,Wally Richardson,QB,23,Penn State,4.95,31.0,109,4.47,,1,0,0,0
238,BAL,1.0,Leland Taylor,DT,24,Louisville,5.36,30.0,96,4.90,18,1,0,0,0
8,DAL,12.0,Greg Ellis,DE,23,North Carolina,4.87,35.5,118,4.48,26,176,0,1,12
10,BAL,9.0,Duane Starks,DB,24,Miami (FL),4.40,38.0,127,,,97,0,0,4
